classificacao_id,busca_id,termo,modelo_ia,doc_id,ano,edicao,pagina,classificacao,tipo_ato,justificativa,com_contexto,paginas_contexto,tokens_input,tokens_output,created_at,resposta_crua
115,1,Formação profissional,gpt-5.4-mini,115,2000,12688,6,irrelevante,Outro - Portaria administrativa,"A página trata principalmente de aposentadorias e designação de servidora; a menção a 'Gerente da Formação Profissional' é apenas cargo administrativo, sem ato sobre curso ou instituição de educação profissional.",False,6,3898,70,2026-06-16T05:36:57.875814+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Portaria administrativa"",""justificativa"":""A página trata principalmente de aposentadorias e designação de servidora; a menção a 'Gerente da Formação Profissional' é apenas cargo administrativo, sem ato sobre curso ou instituição de educação profissional.""}"
116,1,Formação profissional,gpt-5.4-mini,116,2000,12672,10,super_relevante,Decreto,"Decreto orçamentário que inclui a ação 'Implantação de Centros de Formação Profissional', indicando destinação direta a educação profissional/ensino técnico.",True,"9,10",5425,65,2026-06-16T05:37:32.845781+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Decreto"",""justificativa"":""Decreto orçamentário que inclui a ação 'Implantação de Centros de Formação Profissional', indicando destinação direta a educação profissional/ensino técnico.""}"
117,1,Formação profissional,gpt-5.4-mini,117,2000,12638,11,irrelevante,Outro - Aviso de licitacao,"A pagina-alvo trata de aviso de licitacao para compra de equipamentos de informatica para Centros de Formacao Profissional, sem criar, autorizar, reconhecer ou regulamentar curso ou instituicao de educacao profissional.",True,"10,11",5003,77,2026-06-16T05:37:46.440533+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Aviso de licitacao"",""justificativa"":""A pagina-alvo trata de aviso de licitacao para compra de equipamentos de informatica para Centros de Formacao Profissional, sem criar, autorizar, reconhecer ou regulamentar curso ou instituicao de educacao profissional.""}"
118,1,Formação profissional,gpt-5.4-mini,118,2000,12638,10,irrelevante,Outro - Licitacao,"O texto trata de aviso de licitação para aquisição de bens e equipamentos para Centros de Formação Profissional, sem criar, autorizar, reconhecer ou regulamentar curso/instituição de educação profissional.",False,10,3496,68,2026-06-16T05:37:59.637334+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Licitacao"",""justificativa"":""O texto trata de aviso de licitação para aquisição de bens e equipamentos para Centros de Formação Profissional, sem criar, autorizar, reconhecer ou regulamentar curso/instituição de educação profissional.""}"
119,1,Formação profissional,gpt-5.4-mini,119,2000,12636,23,irrelevante,Outro - Contrato de obra e resolucao sobre EJA,A pagina-alvo trata principalmente de resolucao sobre Educacao de Jovens e Adultos e contratos de construcao de centros de formacao profissional; o ato central da pagina nao e de ensino tecnico/profissionalizante em si.,True,"23,24",6331,89,2026-06-16T05:38:26.975970+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Contrato de obra e resolucao sobre EJA"",""justificativa"":""A pagina-alvo trata principalmente de resolucao sobre Educacao de Jovens e Adultos e contratos de construcao de centros de formacao profissional; o ato central da pagina nao e de ensino tecnico/profissionalizante em si.""}"
120,1,Formação profissional,gpt-5.4-mini,120,2000,12606,3,irrelevante,Decreto,"O texto trata de crédito suplementar e remanejamento orçamentário para o Fundo Estadual de Educação, sem criar, autorizar ou regulamentar curso/instituição de educação profissional ou técnica.",False,3,2718,65,2026-06-16T05:38:42.577122+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Decreto"",""justificativa"":""O texto trata de crédito suplementar e remanejamento orçamentário para o Fundo Estadual de Educação, sem criar, autorizar ou regulamentar curso/instituição de educação profissional ou técnica.""}"
121,1,Formação profissional,gpt-5.4-mini,121,2000,12589,1,irrelevante,Outro - Decreto orcamentario,"Trata de abertura de crédito suplementar e dotações orçamentárias; a menção a 'implantação de centros de formação profissional' é apenas programática/tangencial, sem criar, autorizar ou regulamentar curso ou instituição de educação profissional.",False,1,3159,82,2026-06-16T05:38:54.001226+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Decreto orcamentario"",""justificativa"":""Trata de abertura de crédito suplementar e dotações orçamentárias; a menção a 'implantação de centros de formação profissional' é apenas programática/tangencial, sem criar, autorizar ou regulamentar curso ou instituição de educação profissional.""}"
122,1,Formação profissional,gpt-5.4-mini,122,2000,12584,6,irrelevante,Decreto,"A página-alvo trata de crédito suplementar e orçamento, com menções incidentais a ações como implantação de centros de formação profissional, sem criar, autorizar ou regulamentar curso ou instituição de educação profissional.",False,6,3647,68,2026-06-16T05:39:14.488194+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Decreto"",""justificativa"":""A página-alvo trata de crédito suplementar e orçamento, com menções incidentais a ações como implantação de centros de formação profissional, sem criar, autorizar ou regulamentar curso ou instituição de educação profissional.""}"
123,1,Formação profissional,gpt-5.4-mini,123,2000,12563,8,irrelevante,Outro - Decreto administrativo/orcamentario,A pagina trata de crédito suplementar e exonerações de cargos administrativos; a menção à Gerência de Formação Técnica Profissional é apenas incidental e não regula curso ou instituição de educação profissional.,False,8,2931,71,2026-06-16T05:39:25.020022+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Decreto administrativo/orcamentario"",""justificativa"":""A pagina trata de crédito suplementar e exonerações de cargos administrativos; a menção à Gerência de Formação Técnica Profissional é apenas incidental e não regula curso ou instituição de educação profissional.""}"
124,1,Formação profissional,gpt-5.4-mini,124,2001,12934,22,irrelevante,Decreto,"O texto trata de crédito suplementar e despesas orçamentárias da Secretaria de Educação; a menção a 'implantação de centros de formação profissional' é apenas rubrica orçamentária, sem criar, autorizar ou regulamentar curso/instituição técnica.",False,22,3497,78,2026-06-16T05:39:37.475411+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Decreto"",""justificativa"":""O texto trata de crédito suplementar e despesas orçamentárias da Secretaria de Educação; a menção a 'implantação de centros de formação profissional' é apenas rubrica orçamentária, sem criar, autorizar ou regulamentar curso/instituição técnica.""}"
125,1,Formação profissional,gpt-5.4-mini,125,2001,12911,21,super_relevante,Resolucao,"A página contém resolução do CEE/MT autorizando curso de Educação Profissional de Nível Técnico (Técnico em Ótica) e validando estudos de curso técnico, tema central do escopo.",False,21,4361,69,2026-06-16T05:39:51.876373+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Resolucao"",""justificativa"":""A página contém resolução do CEE/MT autorizando curso de Educação Profissional de Nível Técnico (Técnico em Ótica) e validando estudos de curso técnico, tema central do escopo.""}"
126,1,Formação profissional,gpt-5.4-mini,126,2001,12889,31,super_relevante,Resolucao,"A página contém resolução do Conselho Regional do SENAI/MT autorizando a criação do Centro de Educação e Tecnologia de Cuiabá e o desenvolvimento de ações de educação profissional, incluindo cursos técnicos especiais de formação de tecnólogos.",False,31,3768,72,2026-06-16T05:40:25.059315+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Resolucao"",""justificativa"":""A página contém resolução do Conselho Regional do SENAI/MT autorizando a criação do Centro de Educação e Tecnologia de Cuiabá e o desenvolvimento de ações de educação profissional, incluindo cursos técnicos especiais de formação de tecnólogos.""}"
127,1,Formação profissional,gpt-5.4-mini,127,2001,12875,11,relevante,Portaria,"A portaria designa representante da Secretaria de Educação na equipe gestora do Centro Público de Formação Profissional CENFOR, ato ligado diretamente à educação profissional.",True,"11,12,13",9029,58,2026-06-16T05:40:44.331059+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Portaria"",""justificativa"":""A portaria designa representante da Secretaria de Educação na equipe gestora do Centro Público de Formação Profissional CENFOR, ato ligado diretamente à educação profissional.""}"
128,1,Formação profissional,gpt-5.4-mini,128,2001,12872,14,relevante,Outro - Termo de Contrato/Convênio,"A página contém termo de contrato para construção de Centro de Formação Profissional em Sinop e convênio ligado à FEE, tratando diretamente de estrutura de educação profissional.",False,14,3780,67,2026-06-16T05:41:03.186590+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Termo de Contrato/Convênio"",""justificativa"":""A página contém termo de contrato para construção de Centro de Formação Profissional em Sinop e convênio ligado à FEE, tratando diretamente de estrutura de educação profissional.""}"
129,1,Formação profissional,gpt-5.4-mini,129,2001,12853,5,irrelevante,Outro - Portaria/Decreto administrativo,"O trecho principal trata de posse de policiais civis e de crédito orçamentário; a menção a curso de formação técnico-profissional é apenas incidental, ligada ao concurso e à posse, sem regulamentar educação profissional.",False,5,2883,82,2026-06-16T05:41:31.493337+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Portaria/Decreto administrativo"",""justificativa"":""O trecho principal trata de posse de policiais civis e de crédito orçamentário; a menção a curso de formação técnico-profissional é apenas incidental, ligada ao concurso e à posse, sem regulamentar educação profissional.""}"
130,1,Formação profissional,gpt-5.4-mini,130,2001,12811,16,relevante,Outro - Acórdão do Tribunal de Contas,"O ato da página registra convênio do Projeto TUCUM, Programa de Formação de Professores Índios para o Magistério, com menção expressa à formação profissional.",False,16,6149,70,2026-06-16T05:41:54.674114+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Acórdão do Tribunal de Contas"",""justificativa"":""O ato da página registra convênio do Projeto TUCUM, Programa de Formação de Professores Índios para o Magistério, com menção expressa à formação profissional.""}"
131,1,Formação profissional,gpt-5.4-mini,131,2001,12811,1,irrelevante,Decreto,"A pagina-alvo trata de crédito suplementar orçamentário; a menção a 'implantação de centros de formação profissional' aparece apenas como rubrica de despesa, sem criar, autorizar ou regulamentar curso/instituição de educação profissional.",True,"1,2,3",7109,77,2026-06-16T05:42:11.477983+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Decreto"",""justificativa"":""A pagina-alvo trata de crédito suplementar orçamentário; a menção a 'implantação de centros de formação profissional' aparece apenas como rubrica de despesa, sem criar, autorizar ou regulamentar curso/instituição de educação profissional.""}"
132,1,Formação profissional,gpt-5.4-mini,132,2001,12808,10,irrelevante,Outro - Convocacao/portarias de pessoal,A página é predominantemente de convocações e portarias de pessoal; a menção ao Centro Público de Formação Profissional é apenas contextual e não regula curso ou instituição de educação profissional.,False,10,3216,72,2026-06-16T05:42:24.166078+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Convocacao/portarias de pessoal"",""justificativa"":""A página é predominantemente de convocações e portarias de pessoal; a menção ao Centro Público de Formação Profissional é apenas contextual e não regula curso ou instituição de educação profissional.""}"
133,1,Formação profissional,gpt-5.4-mini,133,2001,12805,11,super_relevante,Outro - Extrato de contrato,"O texto traz contrato da Secretaria de Estado de Educação para construção de 01 centro de formação profissional em Sinop/MT, ato diretamente ligado à educação profissional.",False,11,3989,63,2026-06-16T05:42:43.566930+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Outro - Extrato de contrato"",""justificativa"":""O texto traz contrato da Secretaria de Estado de Educação para construção de 01 centro de formação profissional em Sinop/MT, ato diretamente ligado à educação profissional.""}"
134,1,Formação profissional,gpt-5.4-mini,134,2002,13181,17,super_relevante,Decreto,"O decreto abre crédito para a Secretaria de Estado de Educação e inclui explicitamente ações de 'implantação de centros de formação profissional', tratando diretamente de educação profissional.",True,"16,17,18",7614,59,2026-06-16T05:42:58.710649+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Decreto"",""justificativa"":""O decreto abre crédito para a Secretaria de Estado de Educação e inclui explicitamente ações de 'implantação de centros de formação profissional', tratando diretamente de educação profissional.""}"
135,1,Formação profissional,gpt-5.4-mini,135,2002,13180,2,relevante,Outro - Estrutura administrativa,"O texto trata da estrutura da Secretaria de Estado de Educação e inclui Centros Públicos de Formação Profissional, ligados à educação profissional.",False,2,2965,61,2026-06-16T05:43:24.190510+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Estrutura administrativa"",""justificativa"":""O texto trata da estrutura da Secretaria de Estado de Educação e inclui Centros Públicos de Formação Profissional, ligados à educação profissional.""}"
136,1,Formação profissional,gpt-5.4-mini,136,2002,13180,27,irrelevante,Outro - Classificacao de atividades economicas,"O texto reproduz tabela de classificação de atividades econômicas (CNAE), sem ato sobre curso, instituição ou regulamentação de educação profissional/técnica.",False,27,5550,64,2026-06-16T05:45:33.557137+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Classificacao de atividades economicas"",""justificativa"":""O texto reproduz tabela de classificação de atividades econômicas (CNAE), sem ato sobre curso, instituição ou regulamentação de educação profissional/técnica.""}"
137,1,Formação profissional,gpt-5.4-mini,137,2002,13180,8,irrelevante,Decreto,O decreto trata do Regimento Interno do Fundo Estadual de Educação e de estrutura administrativa/financeira; a menção a CENFOR é apenas contextual e não regula curso ou instituição de educação profissional na página-alvo.,False,8,2878,77,2026-06-16T05:47:42.164454+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Decreto"",""justificativa"":""O decreto trata do Regimento Interno do Fundo Estadual de Educação e de estrutura administrativa/financeira; a menção a CENFOR é apenas contextual e não regula curso ou instituição de educação profissional na página-alvo.""}"
138,1,Formação profissional,gpt-5.4-mini,138,2002,13180,6,relevante,Outro - Organizacao administrativa da SEDUC,"O texto cria/define a Diretoria do Centro Público de Formação Profissional (CENFOR) e menciona gestão da educação profissional e cursos de profissionalização, embora o trecho esteja inserido em organização administrativa.",False,6,3039,76,2026-06-16T05:49:48.859408+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Organizacao administrativa da SEDUC"",""justificativa"":""O texto cria/define a Diretoria do Centro Público de Formação Profissional (CENFOR) e menciona gestão da educação profissional e cursos de profissionalização, embora o trecho esteja inserido em organização administrativa.""}"
139,1,Formação profissional,gpt-5.4-mini,139,2002,13180,41,relevante,Contrato,"O texto traz contrato para execução de ações de Educação Profissional no Plano Estadual de Educação Profissional, com objeto diretamente ligado ao tema.",False,41,4478,52,2026-06-16T05:50:28.607020+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Contrato"",""justificativa"":""O texto traz contrato para execução de ações de Educação Profissional no Plano Estadual de Educação Profissional, com objeto diretamente ligado ao tema.""}"
140,1,Formação profissional,gpt-5.4-mini,140,2002,13173,39,relevante,Lei,"A página contém a Lei nº 7.827/2002, que denomina o Centro de Formação Profissional de Barra do Garças (CENFOR), ato diretamente مرتبطado à educação profissional.",False,39,3565,66,2026-06-16T05:50:41.885753+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Lei"",""justificativa"":""A página contém a Lei nº 7.827/2002, que denomina o Centro de Formação Profissional de Barra do Garças (CENFOR), ato diretamente مرتبطado à educação profissional.""}"
141,1,Formação profissional,gpt-5.4-mini,141,2002,13172,2,super_relevante,Lei,"Lei que institui e regulamenta a Política de Educação Profissional, cria/organiza os CENFORs e o Fundo de Educação Profissional, com autorização para cursos técnicos.",False,2,3446,63,2026-06-16T05:50:57.885748+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Lei"",""justificativa"":""Lei que institui e regulamenta a Política de Educação Profissional, cria/organiza os CENFORs e o Fundo de Educação Profissional, com autorização para cursos técnicos.""}"
142,1,Formação profissional,gpt-5.4-mini,142,2002,13172,1,super_relevante,Lei,"Lei estadual que dispõe diretamente sobre educação profissional, cria o Fundo de Educação Profissional, a Superintendência e os Centros Públicos de Formação Profissional (CENFORs).",False,1,2972,62,2026-06-16T05:51:05.773744+00:00,"{""classificacao"":""super_relevante"",""tipo_ato"":""Lei"",""justificativa"":""Lei estadual que dispõe diretamente sobre educação profissional, cria o Fundo de Educação Profissional, a Superintendência e os Centros Públicos de Formação Profissional (CENFORs).""}"
143,1,Formação profissional,gpt-5.4-mini,143,2002,13170,3,irrelevante,Lei,"A página trata da criação e funcionamento do Conselho Estadual dos Direitos da Mulher, sem disciplinar curso, instituição ou ato de educação profissional/técnica.",True,"3,4,5",6075,55,2026-06-16T05:51:29.568508+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Lei"",""justificativa"":""A página trata da criação e funcionamento do Conselho Estadual dos Direitos da Mulher, sem disciplinar curso, instituição ou ato de educação profissional/técnica.""}"
144,1,Formação profissional,gpt-5.4-mini,144,2003,13426,51,relevante,Emenda Constitucional,A emenda altera o art. 354 da Constituição Estadual e destina recursos do Fundo Estadual de Educação Profissional (FEEP) à formação profissional de trabalhadores urbanos e rurais.,False,51,4260,64,2026-06-16T05:51:43.307231+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Emenda Constitucional"",""justificativa"":""A emenda altera o art. 354 da Constituição Estadual e destina recursos do Fundo Estadual de Educação Profissional (FEEP) à formação profissional de trabalhadores urbanos e rurais.""}"
145,1,Formação profissional,gpt-5.4-mini,145,2003,13407,55,irrelevante,Outro - Licitacao,"A página trata de resultados e dispensas de licitação, sem criar, autorizar ou regulamentar curso/instituição de educação profissional ou ensino técnico.",False,55,4319,66,2026-06-16T05:52:06.135959+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Licitacao"",""justificativa"":""A página trata de resultados e dispensas de licitação, sem criar, autorizar ou regulamentar curso/instituição de educação profissional ou ensino técnico.""}"
146,1,Formação profissional,gpt-5.4-mini,146,2003,13397,24,duvidoso,Portaria,"A página contém portarias da SEDUC sobre sindicâncias envolvendo a construção do CENEOR-Centro de Formação Profissional, mas o ato não cria, autoriza ou regulamenta diretamente o curso/instituição; trata de apuração administrativa.",False,24,4556,76,2026-06-16T05:52:18.104426+00:00,"{""classificacao"":""duvidoso"",""tipo_ato"":""Portaria"",""justificativa"":""A página contém portarias da SEDUC sobre sindicâncias envolvendo a construção do CENEOR-Centro de Formação Profissional, mas o ato não cria, autoriza ou regulamenta diretamente o curso/instituição; trata de apuração administrativa.""}"
147,1,Formação profissional,gpt-5.4-mini,147,2003,13361,12,relevante,Portaria,"Portarias tratam da construção e recebimento de obra do CENFOR (Centro de Formação Profissional), instituição de educação profissional.",False,12,4811,53,2026-06-16T05:52:33.456443+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Portaria"",""justificativa"":""Portarias tratam da construção e recebimento de obra do CENFOR (Centro de Formação Profissional), instituição de educação profissional.""}"
148,1,Formação profissional,gpt-5.4-mini,148,2003,13361,8,relevante,Outro - Convocacao para cadastramento/portaria,"A página trata de convocação para cadastramento de empresas e entidades prestadoras de serviços técnicos especializados em educação profissional, no âmbito do PNQ/PLANTEQ, com menção a qualificação profissional.",False,8,3922,76,2026-06-16T05:53:08.587393+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Convocacao para cadastramento/portaria"",""justificativa"":""A página trata de convocação para cadastramento de empresas e entidades prestadoras de serviços técnicos especializados em educação profissional, no âmbito do PNQ/PLANTEQ, com menção a qualificação profissional.""}"
149,1,Formação profissional,gpt-5.4-mini,149,2003,13332,2,irrelevante,Outro - Decreto/portaria sobre execução penal e administração pública,"O trecho trata de execução penal, trabalho do condenado e atos administrativos; a menção a 'formação profissional' é apenas contextual, sem criação, autorização ou regulamentação de curso/instituição de শিক্ষা profissional.",False,2,3404,79,2026-06-16T05:53:25.188488+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Decreto/portaria sobre execução penal e administração pública"",""justificativa"":""O trecho trata de execução penal, trabalho do condenado e atos administrativos; a menção a 'formação profissional' é apenas contextual, sem criação, autorização ou regulamentação de curso/instituição de শিক্ষা profissional.""}"
150,1,Formação profissional,gpt-5.4-mini,150,2003,13329,8,irrelevante,Outro - Nomeacao/Exoneracao,O texto da pagina-alvo trata בעיקרamente de exonerações e nomeações de cargos comissionados; a menção a Centro Público de Formação Profissional é apenas contextual e não regula curso ou instituição de educação profissional.,False,8,3076,77,2026-06-16T05:53:55.641999+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Nomeacao/Exoneracao"",""justificativa"":""O texto da pagina-alvo trata בעיקרamente de exonerações e nomeações de cargos comissionados; a menção a Centro Público de Formação Profissional é apenas contextual e não regula curso ou instituição de educação profissional.""}"
151,1,Formação profissional,gpt-5.4-mini,151,2003,13315,8,irrelevante,Outro - Nomeacao/retificacao de pessoal,"A pagina trata de nomeacoes e retificacoes de cargos administrativos; a mencao ao Centro Publico de Formacao Profissional e apenas contextual, sem ato sobre curso ou regulacao educacional.",False,8,2541,73,2026-06-16T05:54:17.717071+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Nomeacao/retificacao de pessoal"",""justificativa"":""A pagina trata de nomeacoes e retificacoes de cargos administrativos; a mencao ao Centro Publico de Formacao Profissional e apenas contextual, sem ato sobre curso ou regulacao educacional.""}"
152,1,Formação profissional,gpt-5.4-mini,152,2003,13306,19,irrelevante,Outro - Nomeacao/portaria de pessoal,"A página-alvo contém principalmente nomeações e licenças de pessoal; a menção ao Centro Público de Formação Profissional CENFOR é apenas de lotação administrativa, sem criar, autorizar ou regulamentar curso/instituição de শিক্ষা profissional.",False,19,2916,84,2026-06-16T05:54:37.365890+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Nomeacao/portaria de pessoal"",""justificativa"":""A página-alvo contém principalmente nomeações e licenças de pessoal; a menção ao Centro Público de Formação Profissional CENFOR é apenas de lotação administrativa, sem criar, autorizar ou regulamentar curso/instituição de শিক্ষা profissional.""}"
153,1,Formação profissional,gpt-5.4-mini,153,2003,13304,23,irrelevante,Outro - Licitacao,A página-alvo trata de resultados de pregões e compras administrativas; a menção a Centros Públicos de Formação Profissional é apenas contextual e não regula curso ou instituição de educação profissional.,False,23,3616,67,2026-06-16T05:55:12.597356+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Licitacao"",""justificativa"":""A página-alvo trata de resultados de pregões e compras administrativas; a menção a Centros Públicos de Formação Profissional é apenas contextual e não regula curso ou instituição de educação profissional.""}"
154,1,Formação profissional,gpt-5.4-mini,154,2004,13670,10,irrelevante,Outro - Normas de sindicância administrativa,"O texto trata de instrução sumária e sindicância administrativa disciplinar de servidores, apenas mencionando 'formação profissional' como requisito para presidente da sindicância, sem regular curso ou instituição de educação profissional/técnica.",False,10,4091,77,2026-06-16T05:55:37.900805+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Normas de sindicância administrativa"",""justificativa"":""O texto trata de instrução sumária e sindicância administrativa disciplinar de servidores, apenas mencionando 'formação profissional' como requisito para presidente da sindicância, sem regular curso ou instituição de educação profissional/técnica.""}"
155,1,Formação profissional,gpt-5.4-mini,155,2004,13662,71,relevante,Outro - Extrato de contrato,"O texto da página-alvo traz contrato do SENAR/MT para impressão de cartilhas das ações de Formação Profissional Rural, tema diretamente ligado à educação profissional.",False,71,5152,63,2026-06-16T05:55:49.823720+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Extrato de contrato"",""justificativa"":""O texto da página-alvo traz contrato do SENAR/MT para impressão de cartilhas das ações de Formação Profissional Rural, tema diretamente ligado à educação profissional.""}"
156,1,Formação profissional,gpt-5.4-mini,156,2004,13660,45,irrelevante,Outro - Portaria administrativa de pessoal,"A página-alvo trata de reconhecimento de ensino médio e de escala de férias de servidores; não há ato sobre educação profissional, ensino técnico ou tecnológico.",False,45,4620,61,2026-06-16T05:56:02.846951+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Portaria administrativa de pessoal"",""justificativa"":""A página-alvo trata de reconhecimento de ensino médio e de escala de férias de servidores; não há ato sobre educação profissional, ensino técnico ou tecnológico.""}"
157,1,Formação profissional,gpt-5.4-mini,157,2004,13657,7,relevante,Outro - Extrato de convênio/contrato educacional,"O texto trata da realização de Curso de Educação Profissional Básico e de cursos de especialização lato sensu pela Escola de Governo, com convênio/contrato para prestação de सेवiços educacionais.",False,7,3997,77,2026-06-16T05:56:13.456221+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Extrato de convênio/contrato educacional"",""justificativa"":""O texto trata da realização de Curso de Educação Profissional Básico e de cursos de especialização lato sensu pela Escola de Governo, com convênio/contrato para prestação de सेवiços educacionais.""}"
158,1,Formação profissional,gpt-5.4-mini,158,2004,13644,30,irrelevante,Outro - Edital de convocacao sindical,"O texto da pagina-alvo trata de convocacao para concurso publico e atos sindicais/empresariais, sem criar, autorizar ou regulamentar curso ou instituicao de educacao profissional ou tecnica.",False,30,5932,80,2026-06-16T05:56:26.150795+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Edital de convocacao sindical"",""justificativa"":""O texto da pagina-alvo trata de convocacao para concurso publico e atos sindicais/empresariais, sem criar, autorizar ou regulamentar curso ou instituicao de educacao profissional ou tecnica.""}"
159,1,Formação profissional,gpt-5.4-mini,159,2004,13641,21,irrelevante,Outro - Decreto orcamentario,"Trata de credito suplementar e manutencao administrativa/orcamentaria; a mencao a 'formacao profissional do servidor' e apenas programatica, sem regular curso tecnico ou instituicao de educacao profissional.",False,21,3184,75,2026-06-16T05:57:14.035613+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Decreto orcamentario"",""justificativa"":""Trata de credito suplementar e manutencao administrativa/orcamentaria; a mencao a 'formacao profissional do servidor' e apenas programatica, sem regular curso tecnico ou instituicao de educacao profissional.""}"
160,1,Formação profissional,gpt-5.4-mini,160,2004,13617,47,irrelevante,Outro - Extrato de convênios/contratos de infraestrutura,"A página trata majoritariamente de convênios e contratos de infraestrutura; a menção a 'Centro de Formação Profissional de Diamantino' aparece apenas em extrato contratual de obra, sem criar, autorizar ou regulamentar curso ou instituição de শিক্ষা profissional.",False,47,5048,91,2026-06-16T05:57:45.510596+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Extrato de convênios/contratos de infraestrutura"",""justificativa"":""A página trata majoritariamente de convênios e contratos de infraestrutura; a menção a 'Centro de Formação Profissional de Diamantino' aparece apenas em extrato contratual de obra, sem criar, autorizar ou regulamentar curso ou instituição de শিক্ষা profissional.""}"
161,1,Formação profissional,gpt-5.4-mini,161,2004,13592,6,irrelevante,Outro - Decreto orcamentario,"Trata de suplementacao orcamentaria e metas de capacitacao/formacao do servidor, sem criar, autorizar ou નિયમamentar curso ou instituicao de educacao profissional/tecnica.",False,6,2394,71,2026-06-16T05:58:12.406449+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - Decreto orcamentario"",""justificativa"":""Trata de suplementacao orcamentaria e metas de capacitacao/formacao do servidor, sem criar, autorizar ou નિયમamentar curso ou instituicao de educacao profissional/tecnica.""}"
162,1,Formação profissional,gpt-5.4-mini,162,2004,13589,10,irrelevante,Outro - LDO/Anexo de metas e prioridades,"A página traz metas orçamentárias e programas de capacitação de servidores, sem criar, autorizar ou regulamentar curso/instituição de educação profissional ou ensino técnico.",False,10,4163,75,2026-06-16T05:58:30.787627+00:00,"{""classificacao"":""irrelevante"",""tipo_ato"":""Outro - LDO/Anexo de metas e prioridades"",""justificativa"":""A página traz metas orçamentárias e programas de capacitação de servidores, sem criar, autorizar ou regulamentar curso/instituição de educação profissional ou ensino técnico.""}"
163,1,Formação profissional,gpt-5.4-mini,163,2004,13553,35,relevante,Outro - Extrato de termo de cooperação técnica,"Os extratos tratam de cooperação técnica para estágio curricular dos Cursos de Formação Profissional ministrados pela Escola de Saúde Pública/MT, tema diretamente ligado à educação profissional.",False,35,5156,69,2026-06-16T05:58:50.603487+00:00,"{""classificacao"":""relevante"",""tipo_ato"":""Outro - Extrato de termo de cooperação técnica"",""justificativa"":""Os extratos tratam de cooperação técnica para estágio curricular dos Cursos de Formação Profissional ministrados pela Escola de Saúde Pública/MT, tema diretamente ligado à educação profissional.""}"
